UF,Ano,Trimestre,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao
AP,2014,2,15.8,53.4,63.4
TO,2014,2,9.3,53.6,59.1
MA,2014,2,12.4,43.6,49.7
PI,2014,2,13.3,50.3,58.0
CE,2014,2,10.3,51.9,57.9
RN,2014,2,13.0,48.0,55.1
PB,2014,2,12.2,46.9,53.4
PE,2014,2,14.2,47.8,55.7
AL,2014,2,13.8,39.5,45.9
SE,2014,2,14.9,52.7,61.9
BA,2014,2,16.5,49.7,59.5
MG,2014,2,9.6,59.6,65.9
ES,2014,2,10.4,60.3,67.3
RJ,2014,2,13.8,53.4,62.0
SP,2014,2,11.6,61.2,69.3
PR,2014,2,7.4,61.5,66.4
SC,2014,2,5.4,63.9,67.5
RS,2014,2,7.3,61.9,66.8
MS,2014,2,6.7,62.4,66.9
MT,2014,2,6.4,63.9,68.2
GO,2014,2,10.6,60.9,68.1
DF,2014,2,12.5,59.5,68.0
RO,2014,2,8.5,58.6,64.0
AC,2014,2,13.8,45.1,52.3
AM,2014,2,14.6,54.2,63.5
RR,2014,2,16.5,52.7,63.4
PA,2014,2,10.8,52.9,59.3
AP,2014,2,17.3,51.0,61.8
TO,2014,2,11.5,52.2,59.0
MA,2014,2,16.3,41.2,49.2
PI,2014,2,14.1,48.2,56.0
CE,2014,2,12.4,49.6,56.6
RN,2014,2,15.6,47.3,56.1
PB,2014,2,13.9,45.6,52.9
PE,2014,2,14.8,45.5,53.4
AL,2014,2,16.7,39.5,47.4
SE,2014,2,15.8,50.4,59.8
BA,2014,2,18.8,48.5,59.8
MG,2014,2,11.7,57.3,64.9
ES,2014,2,11.3,59.0,66.5
RJ,2014,2,14.7,52.3,61.3
SP,2014,2,12.3,59.7,68.0
PR,2014,2,8.0,60.7,66.0
SC,2014,2,5.7,62.2,66.0
RS,2014,2,8.5,60.3,66.0
MS,2014,2,7.9,60.6,65.8
MT,2014,2,8.6,62.6,68.5
GO,2014,2,11.5,59.0,66.7
DF,2014,2,13.6,58.3,67.5
RO,2014,2,11.1,52.9,59.5
AC,2014,2,14.5,44.4,52.1
AM,2014,2,16.6,47.7,57.2
RR,2014,2,17.0,47.4,57.1
PA,2014,2,9.3,48.8,53.8
AP,2014,2,11.4,47.7,53.8
TO,2014,2,12.7,49.4,56.6
MA,2014,2,16.5,36.9,44.2
PI,2014,2,13.4,40.6,46.9
CE,2014,2,12.3,43.2,49.2
RN,2014,2,15.3,40.8,48.2
PB,2014,2,13.2,40.8,47.0
PE,2014,2,15.4,39.7,47.0
AL,2014,2,18.3,35.4,43.3
SE,2014,2,20.4,43.7,54.9
BA,2014,2,20.5,41.0,51.6
MG,2014,2,13.2,52.7,60.7
ES,2014,2,12.6,54.1,61.9
RJ,2014,2,16.8,45.8,55.0
SP,2014,2,13.9,53.2,61.8
PR,2014,2,9.6,58.3,64.5
SC,2014,2,7.2,59.1,63.6
RS,2014,2,9.7,55.5,61.4
MS,2014,2,11.7,55.0,62.3
MT,2014,2,10.2,59.0,65.8
GO,2014,2,13.0,53.7,61.8
DF,2014,2,15.6,52.8,62.6
RO,2014,2,11.8,52.1,59.0
AC,2014,2,17.4,41.4,50.2
AM,2014,2,16.9,49.8,59.9
RR,2014,2,19.1,46.9,58.0
PA,2014,2,11.1,49.9,56.1
AP,2014,2,15.3,46.1,54.5
TO,2014,2,12.5,48.6,55.6
MA,2014,2,17.3,37.4,45.2
PI,2014,2,13.2,43.8,50.5
CE,2014,2,14.3,42.3,49.3
RN,2014,2,17.9,41.1,50.0
PB,2014,2,17.3,39.5,47.8
PE,2014,2,19.3,39.2,48.5
AL,2014,2,20.3,34.9,43.8
SE,2014,2,20.8,42.8,54.0
BA,2014,2,21.1,41.1,52.1
MG,2014,2,13.6,52.9,61.2
ES,2014,2,14.2,54.8,63.9
RJ,2014,2,19.3,44.7,55.5
SP,2014,2,15.4,52.0,61.5
PR,2014,2,10.5,56.0,62.6
SC,2014,2,6.7,58.7,63.0
RS,2014,2,10.5,54.4,60.8
MS,2014,2,11.8,54.8,62.2
MT,2014,2,10.2,58.9,65.6
GO,2014,2,13.5,53.6,62.0
DF,2014,2,15.7,53.9,64.0
RO,2014,2,11.1,53.5,60.2
AC,2014,2,15.9,45.0,53.5
AM,2014,2,15.7,52.2,61.9
RR,2014,2,14.6,50.5,59.1
PA,2014,2,10.9,51.5,57.9
AP,2014,2,15.9,47.4,56.4
TO,2014,2,11.3,52.6,59.2
MA,2014,2,14.6,40.2,47.0
PI,2014,2,12.2,46.9,53.4
CE,2014,2,14.5,44.7,52.2
RN,2014,2,15.6,44.7,53.0
PB,2014,2,15.7,43.3,51.4
PE,2014,2,19.4,42.6,52.9
AL,2014,2,20.4,39.0,49.0
SE,2014,2,18.3,46.7,57.2
BA,2014,2,20.7,43.7,55.1
MG,2014,2,12.5,54.4,62.1
ES,2014,2,13.4,55.7,64.4
RJ,2014,2,19.6,46.2,57.5
SP,2014,2,14.8,53.9,63.3
PR,2014,2,10.1,57.7,64.1
SC,2014,2,5.4,59.7,63.1
RS,2014,2,8.6,56.9,62.3
MS,2014,2,9.5,57.8,63.8
MT,2014,2,10.6,60.5,67.8
GO,2014,2,12.7,54.8,62.8
DF,2014,2,14.5,55.8,65.2
RO,2014,2,11.4,53.2,60.0
AC,2014,2,18.0,44.9,54.8
AM,2014,2,17.6,50.5,61.2
RR,2014,2,14.3,51.4,60.3
PA,2014,2,13.9,48.8,56.7
AP,2014,2,15.2,47.6,56.2
TO,2014,2,17.1,50.8,61.3
MA,2014,2,17.4,39.5,47.8
PI,2014,2,15.2,45.3,53.4
CE,2014,2,15.1,42.4,50.0
RN,2014,2,15.5,44.6,52.9
PB,2014,2,16.1,42.9,51.2
PE,2014,2,21.4,43.2,55.0
AL,2014,2,20.2,39.8,49.9
SE,2014,2,20.7,46.9,59.1
BA,2014,2,21.7,43.4,55.5
MG,2014,2,13.9,54.3,63.1
ES,2014,2,13.1,56.4,64.9
RJ,2014,2,19.6,46.1,57.4
SP,2014,2,14.7,54.3,63.6
PR,2014,2,9.4,58.1,64.1
SC,2014,2,6.4,59.7,63.7
RS,2014,2,9.6,56.4,62.3
MS,2014,2,10.6,57.6,64.4
MT,2014,2,10.2,60.2,67.0
GO,2014,2,13.9,54.6,63.4
DF,2014,2,15.0,56.8,66.8
RO,2014,2,9.9,54.2,60.2
AC,2014,2,16.5,47.9,57.2
AM,2014,2,15.8,53.1,63.1
RR,2014,2,14.0,54.2,62.9
PA,2014,2,13.5,49.7,57.5
AP,2014,2,16.2,48.6,58.1
TO,2014,2,15.9,50.9,60.6
MA,2014,2,17.5,40.7,49.3
PI,2014,2,15.4,46.3,54.7
CE,2014,2,15.1,44.1,52.0
RN,2014,2,16.3,43.4,51.8
PB,2014,2,15.4,42.0,49.6
PE,2014,2,21.8,43.1,55.0
AL,2014,2,19.2,40.7,50.5
SE,2014,2,19.3,46.9,58.2
BA,2014,2,20.2,45.2,56.5
MG,2014,2,12.6,55.6,63.7
ES,2014,2,11.6,57.4,64.9
RJ,2014,2,17.9,49.5,60.3
SP,2014,2,14.5,55.6,65.0
PR,2014,2,9.0,57.7,63.4
SC,2014,2,5.9,61.5,65.3
RS,2014,2,8.8,57.8,63.4
MS,2014,2,9.8,59.0,65.4
MT,2014,2,9.1,60.3,66.4
GO,2014,2,12.4,55.5,63.4
DF,2014,2,14.3,56.6,66.1
RO,2014,2,7.8,57.3,62.0
AC,2014,2,13.8,48.5,56.2
AM,2014,2,13.4,55.0,63.6
RR,2014,2,10.7,55.5,61.8
PA,2014,2,11.9,52.3,59.4
AP,2014,2,17.5,49.9,60.4
TO,2014,2,10.8,54.7,61.4
MA,2014,2,15.0,42.8,50.4
PI,2014,2,11.9,48.5,55.1
CE,2014,2,12.4,46.7,53.3
RN,2014,2,14.7,44.4,52.0
PB,2014,2,14.5,42.9,50.1
PE,2014,2,19.3,44.3,54.8
AL,2014,2,17.0,43.1,52.0
SE,2014,2,17.1,49.0,59.0
BA,2014,2,18.7,47.9,59.0
MG,2014,2,10.7,57.8,64.7
ES,2014,2,9.9,58.7,65.2
RJ,2014,2,15.9,51.2,60.9
SP,2014,2,13.4,57.6,66.5
PR,2014,2,8.0,59.9,65.0
SC,2014,2,5.3,62.6,66.0
RS,2014,2,8.4,58.5,63.9
MS,2014,2,7.6,60.9,65.9
MT,2014,2,6.6,61.9,66.3
GO,2014,2,10.0,58.1,64.6
DF,2014,2,14.5,58.9,68.9
RO,2014,2,6.9,59.0,63.4
AC,2014,2,13.4,49.1,56.5
AM,2014,2,13.1,54.3,62.5
RR,2014,2,9.2,56.1,61.8
PA,2014,2,11.0,54.0,60.7
AP,2014,2,17.4,51.0,61.9
TO,2014,2,9.6,55.1,61.0
MA,2014,2,13.4,43.4,50.1
PI,2014,2,11.8,48.8,55.5
CE,2014,2,11.1,47.2,53.0
RN,2014,2,12.6,46.3,53.0
PB,2014,2,13.0,43.5,50.0
PE,2014,2,17.1,45.7,55.1
AL,2014,2,14.5,45.7,53.5
SE,2014,2,14.5,52.1,60.9
BA,2014,2,17.3,49.1,59.4
MG,2014,2,9.4,58.6,64.7
ES,2014,2,9.8,59.0,65.5
RJ,2014,2,14.2,52.9,61.6
SP,2014,2,11.1,60.0,67.5
PR,2014,2,7.0,61.9,66.5
SC,2014,2,4.3,64.1,67.0
RS,2014,2,8.1,59.5,64.8
MS,2014,2,6.4,62.3,66.5
MT,2014,2,5.9,62.5,66.5
GO,2014,2,8.8,59.7,65.5
DF,2014,2,12.1,61.1,69.5
RO,2015,2,8.1,58.1,63.2
AC,2015,2,9.3,53.2,58.6
AM,2015,2,11.1,56.3,63.3
RR,2015,2,8.6,57.1,62.5
PA,2015,2,8.0,55.6,60.5
AP,2015,2,12.6,57.1,65.3
TO,2015,2,8.4,57.4,62.7
MA,2015,2,7.9,51.9,56.4
PI,2015,2,7.7,54.2,58.7
CE,2015,2,7.3,52.1,56.2
RN,2015,2,11.6,47.7,53.9
PB,2015,2,10.0,50.8,56.5
PE,2015,2,9.6,51.2,56.6
AL,2015,2,11.3,43.7,49.2
SE,2015,2,10.5,53.2,59.4
BA,2015,2,11.6,55.4,62.7
MG,2015,2,7.9,58.3,63.3
ES,2015,2,7.7,59.8,64.8
RJ,2015,2,8.6,55.5,60.7
SP,2015,2,7.8,59.6,64.7
PR,2015,2,5.6,61.6,65.2
SC,2015,2,4.1,63.2,66.0
RS,2015,2,5.3,61.3,64.8
MS,2015,2,7.5,59.7,64.6
MT,2015,2,6.6,61.4,65.8
GO,2015,2,6.3,62.1,66.3
DF,2015,2,8.8,61.0,66.9
RO,2015,2,6.3,60.2,64.3
AC,2015,2,9.1,55.7,61.3
AM,2015,2,9.1,57.2,62.9
RR,2015,2,5.9,59.0,62.7
PA,2015,2,7.9,58.1,63.1
AP,2015,2,14.6,54.1,63.4
TO,2015,2,7.8,57.4,62.2
MA,2015,2,9.2,51.5,56.8
PI,2015,2,7.1,54.2,58.4
CE,2015,2,8.2,51.5,56.1
RN,2015,2,11.4,50.6,57.1
PB,2015,2,9.4,51.8,57.1
PE,2015,2,8.3,50.7,55.3
AL,2015,2,11.7,42.9,48.6
SE,2015,2,11.0,53.2,59.8
BA,2015,2,11.4,55.7,62.9
MG,2015,2,7.3,60.2,64.9
ES,2015,2,7.2,61.7,66.6
RJ,2015,2,7.5,56.5,61.1
SP,2015,2,7.5,60.4,65.3
PR,2015,2,5.3,62.5,66.1
SC,2015,2,3.7,64.7,67.2
RS,2015,2,5.1,62.0,65.3
MS,2015,2,7.1,61.6,66.4
MT,2015,2,5.8,61.8,65.6
GO,2015,2,5.3,63.2,66.7
DF,2015,2,8.5,60.4,66.0
RO,2015,2,5.9,60.2,63.9
AC,2015,2,7.7,55.5,60.3
AM,2015,2,9.5,56.8,62.7
RR,2015,2,7.3,59.7,64.4
PA,2015,2,7.2,57.6,62.1
AP,2015,2,14.3,55.6,64.6
TO,2015,2,7.2,57.6,62.1
MA,2015,2,7.7,52.5,56.9
PI,2015,2,6.2,55.1,58.7
CE,2015,2,8.1,50.8,55.3
RN,2015,2,11.5,50.7,57.3
PB,2015,2,8.6,51.8,56.7
PE,2015,2,9.4,51.4,56.7
AL,2015,2,11.6,44.4,50.2
SE,2015,2,10.6,54.2,60.7
BA,2015,2,10.8,56.1,62.9
MG,2015,2,6.4,60.5,64.6
ES,2015,2,6.9,62.0,66.6
RJ,2015,2,7.5,56.0,60.5
SP,2015,2,7.0,60.9,65.4
PR,2015,2,4.7,63.2,66.3
SC,2015,2,3.2,64.7,66.8
RS,2015,2,4.7,61.6,64.7
MS,2015,2,5.0,62.1,65.3
MT,2015,2,5.3,62.0,65.3
GO,2015,2,5.0,62.9,66.2
DF,2015,2,8.7,61.2,67.0
RO,2015,2,5.2,62.5,66.0
AC,2015,2,8.1,56.3,61.3
AM,2015,2,8.3,58.6,63.9
RR,2015,2,8.2,59.7,65.3
PA,2015,2,6.9,58.4,62.7
AP,2015,2,12.2,56.7,64.5
TO,2015,2,7.7,58.3,63.1
MA,2015,2,7.6,51.7,55.9
PI,2015,2,7.0,54.6,58.7
CE,2015,2,7.6,50.2,54.3
RN,2015,2,11.6,50.3,56.9
PB,2015,2,9.2,50.8,56.0
PE,2015,2,9.2,50.5,55.6
AL,2015,2,11.2,45.6,51.3
SE,2015,2,9.7,56.1,62.1
BA,2015,2,10.9,55.3,62.0
MG,2015,2,6.3,60.0,64.0
ES,2015,2,6.7,62.2,66.7
RJ,2015,2,6.9,56.4,60.6
SP,2015,2,6.8,60.9,65.3
PR,2015,2,4.5,62.9,65.9
SC,2015,2,2.7,64.4,66.2
RS,2015,2,4.4,62.3,65.2
MS,2015,2,5.0,63.0,66.3
MT,2015,2,4.8,62.4,65.5
GO,2015,2,5.1,62.3,65.7
DF,2015,2,8.8,61.5,67.5
RO,2015,2,6.2,60.5,64.6
AC,2015,2,10.9,54.1,60.8
AM,2015,2,10.4,57.4,64.1
RR,2015,2,8.9,57.6,63.2
PA,2015,2,7.9,58.2,63.2
AP,2015,2,11.7,54.0,61.0
TO,2015,2,9.3,55.7,61.4
MA,2015,2,9.5,50.6,55.9
PI,2015,2,8.4,54.2,59.2
CE,2015,2,8.9,49.7,54.6
RN,2015,2,12.2,49.3,56.1
PB,2015,2,9.6,50.4,55.7
PE,2015,2,10.7,49.1,55.0
AL,2015,2,12.3,45.1,51.3
SE,2015,2,11.7,54.0,61.1
BA,2015,2,13.4,53.2,61.5
MG,2015,2,7.5,58.7,63.5
ES,2015,2,7.8,60.9,66.1
RJ,2015,2,7.3,56.0,60.5
SP,2015,2,7.8,60.3,65.4
PR,2015,2,4.9,62.7,66.0
SC,2015,2,3.7,63.8,66.3
RS,2015,2,5.4,62.2,65.8
MS,2015,2,4.8,62.0,65.1
MT,2015,2,5.8,62.2,66.0
GO,2015,2,6.8,62.2,66.7
DF,2015,2,9.7,60.6,67.1
RO,2015,2,4.9,61.3,64.4
AC,2015,2,9.5,53.8,59.6
AM,2015,2,10.3,57.6,64.2
RR,2015,2,8.5,58.9,64.4
PA,2015,2,7.7,57.6,62.5
AP,2015,2,14.5,52.3,61.1
TO,2015,2,8.2,56.2,61.2
MA,2015,2,9.4,50.0,55.2
PI,2015,2,7.5,54.9,59.4
CE,2015,2,8.5,50.6,55.3
RN,2015,2,10.9,49.8,55.9
PB,2015,2,9.0,52.0,57.2
PE,2015,2,9.7,49.2,54.5
AL,2015,2,10.8,45.8,51.3
SE,2015,2,11.4,53.8,60.6
BA,2015,2,11.9,54.0,61.3
MG,2015,2,7.0,60.3,64.8
ES,2015,2,7.7,61.4,66.5
RJ,2015,2,7.0,56.0,60.2
SP,2015,2,7.5,61.0,65.9
PR,2015,2,4.6,63.5,66.6
SC,2015,2,3.5,63.6,65.9
RS,2015,2,4.6,62.5,65.5
MS,2015,2,4.9,62.9,66.1
MT,2015,2,4.5,63.3,66.3
GO,2015,2,5.8,62.1,66.0
DF,2015,2,9.2,61.8,68.0
RO,2015,2,4.6,60.1,63.0
AC,2015,2,8.8,53.7,58.9
AM,2015,2,8.4,57.5,62.8
RR,2015,2,8.2,61.4,66.6
PA,2015,2,7.8,56.5,61.3
AP,2015,2,10.9,55.1,61.8
TO,2015,2,6.3,56.7,60.6
MA,2015,2,7.5,50.5,54.6
PI,2015,2,7.5,54.2,58.6
CE,2015,2,7.3,50.8,54.7
RN,2015,2,10.1,50.8,56.5
PB,2015,2,8.6,51.3,56.1
PE,2015,2,8.5,50.4,55.1
AL,2015,2,10.6,46.5,51.9
SE,2015,2,10.1,54.7,60.9
BA,2015,2,10.8,54.6,61.2
MG,2015,2,6.3,60.3,64.4
ES,2015,2,7.2,62.0,66.9
RJ,2015,2,6.9,56.1,60.3
SP,2015,2,7.4,61.0,65.9
PR,2015,2,4.2,63.5,66.4
SC,2015,2,2.8,62.8,64.6
RS,2015,2,4.9,62.8,66.0
MS,2015,2,4.4,63.4,66.3
MT,2015,2,3.9,64.3,66.9
GO,2015,2,5.2,62.6,66.1
DF,2015,2,9.0,63.5,69.8
RO,2015,2,5.0,59.3,62.4
AC,2015,2,7.1,54.1,58.2
AM,2015,2,7.7,58.8,63.7
RR,2015,2,6.9,60.3,64.7
PA,2015,2,6.1,57.7,61.5
AP,2015,2,9.3,56.0,61.7
TO,2015,2,6.5,56.7,60.6
MA,2015,2,5.6,52.5,55.6
PI,2015,2,7.0,55.6,59.8
CE,2015,2,6.9,51.7,55.5
RN,2015,2,9.8,51.9,57.5
PB,2015,2,8.5,52.3,57.1
PE,2015,2,7.4,51.5,55.6
AL,2015,2,9.4,46.5,51.3
SE,2015,2,8.8,54.9,60.2
BA,2015,2,9.1,56.6,62.3
MG,2015,2,5.8,59.9,63.6
ES,2015,2,5.9,60.8,64.6
RJ,2015,2,6.2,55.6,59.3
SP,2015,2,6.6,60.8,65.1
PR,2015,2,3.8,63.7,66.3
SC,2015,2,2.6,62.9,64.5
RS,2015,2,4.7,62.9,66.0
MS,2015,2,4.5,63.0,66.0
MT,2015,2,3.7,63.1,65.5
GO,2015,2,4.0,63.3,65.9
DF,2015,2,8.5,62.2,68.1
RO,2015,2,5.0,59.1,62.2
AC,2015,2,8.2,54.2,59.0
AM,2015,2,8.3,56.4,61.5
RR,2015,2,7.6,61.3,66.4
PA,2015,2,7.8,57.2,62.0
AP,2015,2,11.2,54.7,61.7
TO,2015,2,8.6,56.8,62.1
MA,2015,2,6.4,52.6,56.2
PI,2015,2,7.1,57.3,61.7
CE,2015,2,7.9,51.1,55.5
RN,2015,2,11.8,50.6,57.5
PB,2015,2,9.4,51.9,57.2
PE,2015,2,8.8,50.0,54.8
AL,2015,2,9.8,45.8,50.8
SE,2015,2,9.5,54.7,60.4
BA,2015,2,11.7,55.5,62.8
MG,2015,2,7.1,59.0,63.5
ES,2015,2,6.4,60.4,64.6
RJ,2015,2,6.8,55.7,59.8
SP,2015,2,7.3,59.9,64.7
PR,2015,2,4.2,63.3,66.1
SC,2015,2,3.1,63.0,65.0
RS,2015,2,5.4,62.1,65.7
MS,2015,2,4.7,61.8,64.9
MT,2015,2,4.5,63.0,66.0
GO,2015,2,5.7,62.1,65.8
DF,2015,2,9.1,61.4,67.6
RO,2015,2,4.1,58.4,60.9
AC,2015,2,9.6,53.6,59.3
AM,2015,2,8.4,57.3,62.6
RR,2015,2,5.6,62.4,66.1
PA,2015,2,7.2,57.5,62.0
AP,2015,2,10.0,57.1,63.4
TO,2015,2,7.8,57.1,61.9
MA,2015,2,7.2,52.7,56.7
PI,2015,2,7.1,56.5,60.9
CE,2015,2,7.6,51.8,56.0
RN,2015,2,11.8,50.2,56.8
PB,2015,2,8.9,52.3,57.4
PE,2015,2,8.0,51.0,55.4
AL,2015,2,9.7,45.7,50.6
SE,2015,2,9.8,53.9,59.6
BA,2015,2,10.2,56.1,62.5
MG,2015,2,6.9,59.2,63.6
ES,2015,2,6.6,60.8,65.1
RJ,2015,2,6.5,55.3,59.2
SP,2015,2,7.1,60.3,64.9
PR,2015,2,4.2,63.3,66.1
SC,2015,2,2.8,62.7,64.5
RS,2015,2,5.0,61.9,65.2
MS,2015,2,3.9,63.2,65.8
MT,2015,2,4.0,63.3,65.9
GO,2015,2,5.4,62.9,66.5
DF,2015,2,9.2,61.3,67.4
RO,2015,2,4.2,58.2,60.8
AC,2015,2,7.2,54.9,59.0
AM,2015,2,6.8,58.6,62.9
RR,2015,2,6.6,60.7,65.0
PA,2015,2,7.2,57.3,61.7
AP,2015,2,10.6,56.9,63.6
TO,2015,2,7.6,57.6,62.4
MA,2015,2,6.8,53.0,56.9
PI,2015,2,6.2,57.0,60.7
CE,2015,2,7.6,51.5,55.7
RN,2015,2,10.6,50.2,56.2
PB,2015,2,9.3,52.0,57.3
PE,2015,2,8.5,50.9,55.6
AL,2015,2,9.8,46.6,51.7
SE,2015,2,9.2,54.8,60.3
BA,2015,2,9.8,56.3,62.4
MG,2015,2,6.9,58.8,63.2
ES,2015,2,5.9,60.8,64.6
RJ,2015,2,6.2,55.5,59.1
SP,2015,2,7.3,60.0,64.8
PR,2015,2,4.2,63.4,66.1
SC,2015,2,2.9,63.3,65.3
RS,2015,2,5.3,61.8,65.3
MS,2015,2,4.1,63.0,65.7
MT,2015,2,3.9,63.8,66.4
GO,2015,2,5.2,62.9,66.3
DF,2015,2,9.0,61.2,67.2
RO,2015,2,3.6,59.8,62.0
AC,2015,2,6.3,54.6,58.3
AM,2015,2,7.9,56.6,61.4
RR,2015,2,6.3,63.1,67.4
PA,2015,2,7.1,56.9,61.3
AP,2015,2,9.6,57.4,63.4
TO,2015,2,6.4,57.8,61.8
MA,2015,2,7.2,52.9,57.0
PI,2015,2,6.0,56.4,60.0
CE,2015,2,6.6,51.0,54.6
RN,2015,2,10.5,50.4,56.3
PB,2015,2,8.2,52.7,57.3
PE,2015,2,7.7,51.3,55.6
AL,2015,2,9.5,47.3,52.2
SE,2015,2,9.0,55.5,61.0
BA,2015,2,9.8,57.0,63.2
MG,2015,2,6.3,59.4,63.4
ES,2015,2,6.2,59.8,63.7
RJ,2015,2,5.8,55.1,58.5
SP,2015,2,7.2,60.5,65.2
PR,2015,2,3.8,62.6,65.0
SC,2015,2,2.7,64.3,66.1
RS,2015,2,4.6,62.3,65.3
MS,2015,2,3.9,63.3,65.9
MT,2015,2,4.1,63.2,65.9
GO,2015,2,5.2,63.5,66.9
DF,2015,2,8.8,60.2,66.0
RO,2015,2,4.6,58.6,61.4
AC,2015,2,9.0,54.6,60.0
AM,2015,2,9.5,56.0,61.8
RR,2015,2,9.2,59.5,65.5
PA,2015,2,9.4,56.8,62.7
AP,2015,2,9.8,55.8,61.9
TO,2015,2,8.9,55.7,61.1
MA,2015,2,9.0,52.2,57.3
PI,2015,2,7.8,55.3,60.0
CE,2015,2,8.1,49.9,54.3
RN,2015,2,11.6,50.0,56.6
PB,2015,2,9.3,52.8,58.2
PE,2015,2,8.2,50.8,55.3
AL,2015,2,11.2,45.3,51.0
SE,2015,2,8.7,55.7,61.1
BA,2015,2,11.4,56.1,63.3
MG,2015,2,8.3,58.2,63.5
ES,2015,2,7.1,59.3,63.8
RJ,2015,2,6.6,54.4,58.3
SP,2015,2,8.6,59.7,65.3
PR,2015,2,5.4,61.4,64.9
SC,2015,2,4.0,63.5,66.1
RS,2015,2,5.8,62.3,66.1
MS,2015,2,6.3,61.5,65.6
MT,2015,2,5.8,62.7,66.6
GO,2015,2,7.0,61.7,66.4
DF,2015,2,10.9,59.6,66.9
RO,2015,2,5.0,58.1,61.2
AC,2015,2,8.8,53.7,59.0
AM,2015,2,9.7,55.8,61.8
RR,2015,2,7.8,60.0,65.1
PA,2015,2,9.2,56.7,62.4
AP,2015,2,10.3,56.2,62.6
TO,2015,2,7.7,56.5,61.3
MA,2015,2,9.0,52.0,57.1
PI,2015,2,7.7,55.9,60.5
CE,2015,2,8.9,49.9,54.8
RN,2015,2,11.8,50.6,57.3
PB,2015,2,9.3,52.2,57.6
PE,2015,2,9.2,51.3,56.4
AL,2015,2,11.9,44.4,50.4
SE,2015,2,9.2,54.7,60.2
BA,2015,2,12.8,55.3,63.4
MG,2015,2,8.0,59.0,64.1
ES,2015,2,6.8,59.8,64.1
RJ,2015,2,7.3,54.8,59.1
SP,2015,2,9.2,59.5,65.5
PR,2015,2,6.2,61.4,65.5
SC,2015,2,4.0,63.8,66.4
RS,2015,2,6.1,61.8,65.7
MS,2015,2,6.4,61.4,65.6
MT,2015,2,6.3,62.1,66.3
GO,2015,2,7.5,61.8,66.8
DF,2015,2,9.8,59.9,66.3
RO,2015,2,6.7,58.5,62.7
AC,2015,2,9.0,54.0,59.1
AM,2015,2,10.3,55.9,62.3
RR,2015,2,9.6,58.9,64.8
PA,2015,2,8.6,57.5,62.9
AP,2015,2,11.8,55.7,63.1
TO,2015,2,9.3,55.9,61.6
MA,2015,2,8.6,52.5,57.4
PI,2015,2,7.8,55.9,60.5
CE,2015,2,9.7,50.2,55.6
RN,2015,2,12.8,50.8,58.3
PB,2015,2,10.5,51.7,57.7
PE,2015,2,11.3,50.8,57.2
AL,2015,2,10.9,44.7,50.2
SE,2015,2,8.8,54.1,59.3
BA,2015,2,13.0,55.4,63.7
MG,2015,2,8.8,59.0,64.7
ES,2015,2,8.3,58.2,63.5
RJ,2015,2,8.3,54.5,59.4
SP,2015,2,9.8,59.2,65.6
PR,2015,2,6.2,61.3,65.4
SC,2015,2,4.4,63.3,66.2
RS,2015,2,7.0,61.0,65.6
MS,2015,2,6.3,62.5,66.7
MT,2015,2,6.7,60.9,65.3
GO,2015,2,7.4,61.2,66.0
DF,2015,2,10.4,59.0,65.9
RO,2015,2,6.5,59.8,63.8
AC,2015,2,7.8,54.3,58.9
AM,2015,2,9.3,55.2,60.8
RR,2015,2,8.1,59.4,64.6
PA,2015,2,8.8,57.2,62.7
AP,2015,2,13.1,55.7,64.1
TO,2015,2,9.0,55.3,60.8
MA,2015,2,8.4,52.3,57.0
PI,2015,2,7.3,54.9,59.3
CE,2015,2,9.1,49.8,54.8
RN,2015,2,12.3,50.0,57.0
PB,2015,2,9.7,51.3,56.8
PE,2015,2,11.1,49.4,55.6
AL,2015,2,11.5,44.6,50.4
SE,2015,2,10.2,52.1,57.9
BA,2015,2,12.4,55.1,62.9
MG,2015,2,9.4,58.2,64.2
ES,2015,2,9.3,57.3,63.1
RJ,2015,2,8.7,54.5,59.7
SP,2015,2,10.3,59.5,66.3
PR,2015,2,5.9,62.0,65.9
SC,2015,2,4.3,63.4,66.2
RS,2015,2,6.7,62.2,66.7
MS,2015,2,6.0,62.6,66.6
MT,2015,2,5.8,61.5,65.3
GO,2015,2,7.8,60.9,66.1
DF,2015,2,9.8,59.9,66.4
RO,2015,2,7.6,58.4,63.2
AC,2015,2,8.8,53.5,58.7
AM,2015,2,12.9,54.6,62.8
RR,2015,2,8.1,59.4,64.6
PA,2015,2,10.2,56.0,62.3
AP,2015,2,14.6,52.7,62.0
TO,2015,2,10.8,54.5,61.2
MA,2015,2,11.1,50.7,57.0
PI,2015,2,9.7,52.9,58.6
CE,2015,2,10.9,48.1,54.0
RN,2015,2,14.5,47.6,55.7
PB,2015,2,10.3,50.1,55.8
PE,2015,2,13.4,48.2,55.7
AL,2015,2,12.9,43.9,50.4
SE,2015,2,11.5,51.5,58.2
BA,2015,2,15.7,52.6,62.4
MG,2015,2,11.3,56.9,64.1
ES,2015,2,11.2,56.1,63.1
RJ,2015,2,10.2,53.7,59.8
SP,2015,2,12.2,58.8,66.9
PR,2015,2,8.2,61.1,66.5
SC,2015,2,6.1,62.1,66.2
RS,2015,2,7.6,61.5,66.6
MS,2015,2,7.8,61.0,66.1
MT,2015,2,9.2,59.2,65.2
GO,2015,2,10.2,59.6,66.4
